Unnamed: 0,year,name,Name (reporting),id,age,ioc,height,hand,high_rank,high_pts,tourney_plyd,tourney_win_pct,avg_tourney_level,matches_played,match_wins,match_win_pct,finals,titles,final_win_pct,slam_finals,slams,atp_finals_finals,atp_finals,masters_finals,masters,500_finals,500_titles,250_finals,250_titles,olympic_g,aces_per_game,df_per_game,sv_game_win_pct,return_game_win_pct,1st_pct,1st_win_pct,2nd_win_pct,1st_return_win_pct,2nd_return_win_pct,bp_per_game,bp_faced_per_game,bp_conversion_rate,bp_saved_rate,tb_win_pct,no1_faced,no1_win_pct,top_5_faced,top_5_win_pct,top_10_faced,top_10_win_pct,top_20_faced,top_20_win_pct,top_50_faced,top_50_win_pct,top_100_faced,top_100_win_pct,matches_w_stats,matches_w_minutes,avg_opponent_rank,avg_opponent_pts,sets_w_stats,sets_w_mins,minutes_per_match,minutes_per_set,English short name lower case,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,country,latitude,longitude,country_code,Continent
35,1991-2023,Aleksandar Vukic,A. Vukic,126846,27.2,AUS,188,R,62,855,21,0,797.6190476,36,15,0.416666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.714574899,0.137651822,0.827935223,0.134538153,0.599611902,0.749190939,0.533117932,0.258227848,0.442918455,0.399598394,0.433198381,0.336683417,0.602803738,0.5,0,,0,,2,0,4,0,13,0.384615385,24,0.416666667,36,36,112.3055556,1038.888889,97,97,115.8055556,42.97938144,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
36,1991-2023,Aleksandr Nedovyesov,A. Nedovyesov,104873,28.4,KAZ,193,R,72,661,20,0,825,32,6,0.1875,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.408108108,0.137837838,0.716216216,0.131016043,0.661427358,0.662813102,0.476787955,0.249105225,0.436040044,0.427807487,0.594594595,0.30625,0.522727273,0.625,1,0,1,0,4,0,4,0,15,0.2,22,0.181818182,28,24,131.78125,1507.40625,81,70,113.5,38.91428571,Kazakhstan,KZ,KAZ,398,ISO 3166-2:KZ,Kazakhstan,48.019573,66.923684,KZ,Asia
37,1991-2023,Aleksandre Metreveli,A. Metreveli,106223,26.4,GEO,183,R,564,55,2,0,250,9,2,0.222222222,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.357142857,0.571428571,0.155172414,0.556962025,0.609090909,0.451428571,0.246445498,0.4,0.224137931,0.839285714,0.692307692,0.489361702,1,0,,0,,2,0,2,0,3,0,4,0,6,6,188.1111111,1004,14,14,85.66666667,36.71428571,Georgia,GE,GEO,268,ISO 3166-2:GE,Georgia,42.315407,43.356892,GE,Europe
38,1991-2023,Alessandro Giannessi,A. Giannessi,105561,31.1,ITA,183,L,91,610,23,0,597.826087,36,13,0.361111111,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.274590164,0.317622951,0.709016393,0.215605749,0.65441398,0.651933702,0.486486486,0.290519878,0.490880254,0.564681725,0.795081967,0.381818182,0.634020619,0.47826087,0,,1,0,2,0,3,0,9,0,23,0.260869565,36,35,115.1666667,852.4722222,98,93,128.4857143,48.35483871,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
39,1991-2023,Alessio Di Mauro,A. Di Mauro,103035,32.7,ITA,185,L,68,543,34,0,691.1764706,53,17,0.320754717,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0.19047619,0.649029982,0.229824561,0.577884104,0.637534499,0.464105793,0.285377358,0.490344828,0.531578947,0.768959436,0.432343234,0.543577982,0.3125,0,,0,,3,0.333333333,6,0.333333333,16,0.1875,33,0.242424242,50,50,109.9245283,679.5660377,123,123,104.46,42.46341463,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
40,1991-2023,Alex Antonitsch,A. Antonitsch,101233,29,AUT,188,R,60,,74,0,513.5135135,133,54,0.406015038,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.386347131,0.28540305,0.738562092,0.219266715,0.548910126,0.700117371,0.48845513,0.294457921,0.483180428,0.542774982,0.660130719,0.40397351,0.603960396,0.438596491,0,,3,0,7,0.285714286,15,0.133333333,44,0.181818182,87,0.287356322,121,113,97,641.1654135,293,264,91.33628319,39.09469697,Austria,AT,AUT,40,ISO 3166-2:AT,Austria,47.516231,14.550072,AT,Europe
41,1991-2023,Alex Bogdanovic,A. Bogdanovic,104372,25,GBR,183,L,108,381,29,0,793.1034483,47,11,0.234042553,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.435643564,0.24950495,0.762376238,0.135294118,0.643748099,0.699905482,0.481639624,0.233658537,0.486808511,0.419607843,0.635643564,0.322429907,0.626168224,0.32,2,0,4,0,4,0,5,0,16,0.1875,29,0.137931034,39,39,115.2978723,880.5319149,103,103,102.3846154,38.76699029,United Kingdom,GB,GBR,826,ISO 3166-2:GB,United Kingdom,55.378051,-3.435973,GB,Europe
42,1991-2023,Alex Bogomolov Jr,A. Bogomolov Jr,104166,30.8,RUS,178,R,33,1170,104,0,788.4615385,177,70,0.395480226,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.187802517,0.24588577,0.719264279,0.229126214,0.689415551,0.647745358,0.482571832,0.284287361,0.506373545,0.557281553,0.668441433,0.411149826,0.580014482,0.378787879,2,0,12,0.25,20,0.2,38,0.184210526,75,0.266666667,133,0.315789474,173,173,84.5,1231.460674,439,439,103.265896,40.69476082,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
43,1991-2023,Alex Bolt,A. Bolt,106109,28.5,AUS,183,L,125,530,27,0,842.5925926,40,13,0.325,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.538599641,0.219030521,0.748653501,0.172972973,0.601764873,0.697256386,0.500357398,0.268370607,0.468965517,0.479279279,0.588868941,0.360902256,0.573170732,0.4,0,,2,0,2,0,6,0,16,0.25,28,0.285714286,40,40,100.55,1236.175,118,118,113.35,38.42372881,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
44,1991-2023,Alex Calatrava,A. Calatrava,102231,33.1,ESP,190,R,44,841,110,0.009090909,584.0909091,176,67,0.380681818,3,1,0.333333333,0,0,0,0,0,0,0,0,3,1,0,0.509452254,0.175472613,0.755210858,0.206829268,0.590445234,0.708616054,0.486526394,0.27086656,0.477840139,0.510731707,0.61173049,0.404966571,0.599841521,0.383561644,1,0,6,0.333333333,9,0.222222222,22,0.090909091,54,0.148148148,123,0.308943089,170,170,100.3370787,771.8595506,439,439,101.7529412,39.40318907,Spain,ES,ESP,724,ISO 3166-2:ES,Spain,40.463667,-3.74922,ES,Europe
45,1991-2023,Alex Corretja,A. Corretja,102374,30.8,ESP,180,R,2,3550,298,0.05704698,718.1208054,719,438,0.609179416,30,17,0.566666667,2,0,1,1,5,2,5,5,17,9,0,0.307637907,0.191301273,0.766030174,0.286278736,0.574351879,0.694909344,0.519931565,0.322133531,0.523310073,0.684506705,0.584158416,0.418226342,0.599475383,0.50965251,12,0.166666667,36,0.305555556,75,0.413333333,148,0.439189189,342,0.543859649,565,0.57699115,694,675,70.30013831,999.5463347,1781,1709,109.5051852,43.25102399,Spain,ES,ESP,724,ISO 3166-2:ES,Spain,40.463667,-3.74922,ES,Europe
46,1991-2023,Alex De Minaur,A. De Minaur,200282,24.4,AUS,183,R,15,2690,125,0.056,866,307,183,0.596091205,13,7,0.538461538,0,0,0,0,0,0,4,1,9,6,0,0.297164667,0.205834242,0.791439477,0.253860742,0.600050809,0.704346599,0.529112852,0.311489822,0.515523312,0.613925765,0.536804798,0.413503972,0.611477908,0.538461538,2,0,25,0.12,45,0.244444444,72,0.333333333,165,0.527272727,264,0.575757576,299,296,71.94516129,1672.448387,793,781,114.2128378,43.28681178,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
47,1991-2023,Alex Kim,A. Kim,103297,24.6,USA,175,R,106,376,26,0,721.1538462,34,8,0.235294118,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.163218391,0.24137931,0.687356322,0.206741573,0.639972385,0.626213592,0.499520614,0.27574171,0.509259259,0.548314607,0.687356322,0.37704918,0.545150502,0.4,1,0,2,0.5,3,0.333333333,3,0.333333333,11,0.181818182,23,0.217391304,34,33,144.8529412,768.4411765,93,91,100.6666667,36.50549451,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
48,1991-2023,Alex Kuznetsov,A. Kuznetsov,104864,27.4,USA,183,R,127,451,30,0,816.6666667,39,9,0.230769231,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.608510638,0.223404255,0.725531915,0.144957983,0.593728698,0.711825488,0.469798658,0.238149629,0.461538462,0.426470588,0.589361702,0.339901478,0.534296029,0.166666667,0,,3,0,4,0,7,0,12,0,27,0.148148148,39,39,87.17948718,1066.205128,99,99,96.48717949,38.01010101,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
49,1991-2023,Alex Lopez Moron,A. Lopez Moron,101826,29.3,ESP,175,R,102,461,36,0,548.6111111,54,18,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.165845649,0.348111658,0.673234811,0.252459016,0.578681424,0.658212058,0.453455168,0.317474048,0.493708808,0.632786885,0.755336617,0.398963731,0.567391304,0.45,0,,2,0,3,0.333333333,6,0.166666667,12,0.166666667,28,0.214285714,53,52,113.5740741,661.3888889,129,126,96.84615385,39.96825397,Spain,ES,ESP,724,ISO 3166-2:ES,Spain,40.463667,-3.74922,ES,Europe
50,1991-2023,Alex Michelsen,A. Michelsen,210506,18.8,USA,,U,140,456,3,0,250,7,4,0.571428571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.385542169,0.156626506,0.855421687,0.164705882,0.657894737,0.722857143,0.565934066,0.243975904,0.507772021,0.458823529,0.409638554,0.358974359,0.647058824,0.666666667,0,,0,,0,,0,,1,0,3,0.333333333,7,7,91.28571429,708.4285714,17,17,107.1428571,44.11764706,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
51,1991-2023,Alex Molcan,A. Molcan,144684,25.6,SVK,178,L,38,1163,41,0,762.195122,89,47,0.528089888,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.27673546,0.194183865,0.750469043,0.235849057,0.654395842,0.664460622,0.515873016,0.303821062,0.506919731,0.587735849,0.631332083,0.401284109,0.604754829,0.606060606,2,0,2,0,9,0.111111111,19,0.105263158,33,0.363636364,66,0.424242424,86,82,100.9222222,1482.666667,226,213,114.4756098,44.07042254,Slovakia,SK,SVK,703,ISO 3166-2:SK,Slovakia,48.669026,19.699024,SK,Europe
52,1991-2023,Alex Obrien,A. Obrien,101711,30.4,USA,185,R,30,1198,136,0.007352941,737.1323529,229,93,0.406113537,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.362860192,0.206332266,0.757381715,0.196802842,0.634109611,0.690670059,0.496545642,0.261333833,0.497143616,0.510124334,0.604766987,0.385793872,0.598823529,0.556701031,2,0,11,0.090909091,18,0.111111111,32,0.21875,103,0.252427184,166,0.337349398,222,210,96.54347826,859.926087,580,541,103.8619048,40.31608133,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
56,1991-2023,Alexander Bublik,A. Bublik,122330,26,KAZ,196,R,25,1721,113,0.017699115,765.4867257,237,119,0.502109705,8,2,0.25,0,0,0,0,0,0,1,1,7,1,0,1.005522955,0.535036244,0.80428029,0.182947877,0.584430298,0.770977569,0.451512398,0.28162186,0.460729105,0.479116327,0.517777011,0.38184438,0.622,0.495412844,2,0,8,0.125,27,0.296296296,49,0.306122449,107,0.38317757,180,0.461111111,231,228,74.20675105,1529.873418,596,584,99.84210526,38.97945205,Kazakhstan,KZ,KAZ,398,ISO 3166-2:KZ,Kazakhstan,48.019573,66.923684,KZ,Asia
57,1991-2023,Alexander Kudryavtsev,A. Kudryavtsev,104628,28.8,RUS,183,R,117,467,15,0,766.6666667,20,5,0.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.479087452,0.19391635,0.779467681,0.142857143,0.524570752,0.732505643,0.510585305,0.260115607,0.448377581,0.388278388,0.475285171,0.367924528,0.536,0.454545455,0,,1,0,1,0,4,0,8,0.125,14,0.142857143,20,20,130.05,1106,56,56,101.55,36.26785714,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
59,1991-2023,Alexander Peya,A. Peya,103580,31.2,AUT,183,R,93,590,45,0,627.7777778,73,22,0.301369863,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.351804124,0.31314433,0.733247423,0.184415584,0.613789016,0.686514322,0.467007673,0.288746631,0.460465116,0.532467532,0.644329897,0.346341463,0.586,0.25,0,,5,0,10,0,13,0.076923077,25,0.12,46,0.173913043,63,63,105.9589041,921.7945205,162,162,99.84126984,38.82716049,Austria,AT,AUT,40,ISO 3166-2:AT,Austria,47.516231,14.550072,AT,Europe
61,1991-2023,Alexander Reichel,A. Reichel,101871,22,USA,193,R,215,181,8,0,500,11,3,0.272727273,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.424,0.712,0.672,0.173228346,0.572254335,0.686868687,0.394594595,0.285185185,0.488636364,0.57480315,0.712,0.301369863,0.539325843,1,0,,0,,1,0,1,0,5,0.2,8,0.125,11,11,79.81818182,571.4545455,28,28,92.72727273,36.42857143,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
63,1991-2023,Alexander Sarkissian,A. Sarkissian,105512,25.7,USA,191,R,176,311,4,0,437.5,6,2,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.5625,0.203125,0.734375,0.138461538,0.579896907,0.711111111,0.54601227,0.240909091,0.46961326,0.338461538,0.5625,0.409090909,0.527777778,0.666666667,0,,0,,0,,0,,1,0,5,0.4,6,4,77.66666667,743.5,14,9,87.5,38.88888889,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
64,1991-2023,Alexander Shevchenko,A. Shevchenko,207686,22.6,RUS,,R,87,703,12,0,750,20,8,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.273913043,0.260869565,0.67826087,0.243362832,0.562661499,0.639494834,0.484490399,0.301734104,0.49669967,0.60619469,0.786956522,0.401459854,0.591160221,0.571428571,0,,2,0,3,0,6,0,12,0.333333333,15,0.4,20,18,72.9,1558.65,49,42,99.27777778,42.54761905,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
65,1991-2023,Alexander Shvec,A. Shvec,102077,30,BLR,,R,199,177,3,0,250,20,9,0.45,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1875,0.6875,0.121212121,0.576086957,0.641509434,0.538461538,0.175438596,0.457142857,0.242424242,0.5,0.5,0.375,0.857142857,0,,0,,0,,0,,3,0,6,0.166666667,3,3,368.05,294.45,6,6,84.33333333,42.16666667,Belarus,BY,BLR,112,ISO 3166-2:BY,Belarus,53.709807,27.953389,BY,Europe
66,1991-2023,Alexander Volkov,A. Volkov,101334,30.5,RUS,188,L,14,1538,186,0.016129032,661.2903226,423,232,0.548463357,8,3,0.375,0,0,0,0,0,0,0,0,8,3,0,0.392879321,0.287104119,0.756779135,0.255920233,0.525527676,0.717848469,0.491765632,0.292643141,0.518775145,0.594723722,0.619333471,0.430317848,0.607286096,0.487804878,5,0,27,0.222222222,52,0.230769231,92,0.27173913,178,0.382022472,314,0.477707006,384,357,93.10117647,839.1835294,1014,919,98.07843137,38.10010881,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
69,1991-2023,Alexandr Dolgopolov,A. Dolgopolov,105238,29.1,UKR,180,R,13,2030,203,0.014778325,774.6305419,422,220,0.521327014,9,3,0.333333333,0,0,0,0,0,0,3,1,6,2,0,0.629525905,0.227045409,0.794358872,0.218612993,0.545526474,0.745605384,0.51281337,0.292196842,0.493104823,0.552012754,0.513102621,0.396028881,0.599220273,0.524861878,10,0.1,30,0.2,58,0.189655172,104,0.288461538,224,0.40625,362,0.494475138,412,385,64.04255319,1707.964539,1050,981,96.51688312,37.87869521,Ukraine,UA,UKR,804,ISO 3166-2:UA,Ukraine,48.379433,31.16558,UA,Europe
70,1991-2023,Alexandre Muller,A. Muller,124186,26.4,FRA,183,R,76,748,13,0,1000,22,9,0.409090909,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.30877193,0.171929825,0.712280702,0.225694444,0.639503508,0.638818565,0.504491018,0.297368421,0.492088608,0.489583333,0.687719298,0.460992908,0.581632653,0.272727273,1,0,1,0,3,0,4,0,9,0.333333333,18,0.277777778,22,21,78.95454545,1473.363636,61,58,119.2857143,43.18965517,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
71,1991-2023,Alexandre Sidorenko,A. Sidorenko,105098,28.5,FRA,185,R,145,527,9,0,638.8888889,13,4,0.307692308,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.35443038,0.278481013,0.759493671,0.15625,0.580552908,0.709359606,0.481818182,0.240853659,0.5,0.50625,0.639240506,0.308641975,0.623762376,0.285714286,0,,0,,0,,0,,5,0.2,8,0.25,13,12,104.5384615,791.0769231,33,31,111.3333333,43.09677419,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
72,1991-2023,Alexandre Simoni,A. Simoni,103397,23.1,BRA,188,R,96,439,20,0,625,33,10,0.303030303,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.579710145,0.391304348,0.765217391,0.160237389,0.568232662,0.718110236,0.494300518,0.242718447,0.451461988,0.451038576,0.6,0.355263158,0.608695652,0.166666667,1,0,1,0,1,0,1,0,9,0,20,0.2,29,29,94.39393939,670.8484848,73,73,95.10344828,37.78082192,Brazil,BR,BRA,76,ISO 3166-2:BR,Brazil,-14.235004,-51.92528,BR,South America
73,1991-2023,Alexei Popyrin,A. Popyrin,200615,23.9,AUS,196,R,59,1052,83,0.024096386,801.2048193,142,60,0.422535211,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0.696062992,0.278740157,0.82152231,0.144351464,0.60426118,0.747017026,0.504810645,0.256505576,0.452504318,0.44874477,0.508136483,0.321678322,0.648760331,0.566037736,1,0,8,0.125,15,0.333333333,27,0.333333333,63,0.317460317,118,0.381355932,142,140,72.65492958,1590.450704,379,372,117.9142857,44.37634409,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
74,1991-2023,Alexey Vatutin,A. Vatutin,106072,25.4,RUS,178,R,138,400,6,0,583.3333333,8,2,0.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.081632653,0.295918367,0.581632653,0.313131313,0.61627907,0.594339623,0.431818182,0.341645885,0.551282051,0.636363636,0.765306122,0.492063492,0.453333333,0.333333333,0,,0,,0,,0,,2,0.5,5,0.4,8,8,103.875,798.625,20,20,112.5,45,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
75,1991-2023,Alistair Hunt,A. Hunt,102131,30.3,NZL,190,R,,,5,0,250,29,12,0.413793103,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.557377049,0.540983607,0.655737705,0.095238095,0.582010582,0.731818182,0.379746835,0.266009852,0.374301676,0.396825397,0.606557377,0.24,0.432432432,0.578947368,0,,0,,1,1,3,0.333333333,3,0.333333333,10,0.3,6,6,332.3793103,447.6551724,14,14,90.16666667,38.64285714,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,New Zealand,-40.900557,174.885971,NZ,Oceania
77,1991-2023,Allen Belobrajdic,A. Belobrajdic,102862,21.5,AUS,175,R,152,303,4,0,1125,5,1,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.212121212,0.590909091,0.215384615,0.686635945,0.624161074,0.338235294,0.258964143,0.580110497,0.538461538,0.863636364,0.4,0.526315789,,0,,1,0,1,0,1,0,1,0,3,0,5,4,162.2,871.8,15,10,71.5,28.6,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
78,1991-2023,Altug Celikbilek,A. Celikbilek,123795,26.3,TUR,183,U,159,427,5,0,250,21,12,0.571428571,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.542713568,0.326633166,0.773869347,0.221649485,0.579872204,0.730027548,0.480988593,0.292389853,0.495983936,0.525773196,0.608040201,0.421568627,0.628099174,0.625,0,,0,,0,,0,,3,0,6,0.166666667,17,17,330.7619048,358.4285714,41,41,94.05882353,39,Turkey,TR,TUR,792,ISO 3166-2:TR,Turkey,38.963745,35.243322,TR,Europe
79,1991-2023,Alun Jones,A. Jones,103553,27.7,AUS,180,R,123,348,9,0,1222.222222,13,4,0.307692308,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.280254777,0.203821656,0.656050955,0.210191083,0.627860697,0.627575277,0.470588235,0.28034188,0.468446602,0.579617834,0.738853503,0.362637363,0.534482759,0.25,0,,1,0,1,0,3,0,5,0.2,9,0.222222222,12,12,128.6153846,1072.923077,34,34,104.4166667,36.85294118,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
80,1991-2023,Amer Delic,A. Delic,104025,29.7,BIH,196,R,60,728,53,0,688.6792453,89,33,0.370786517,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.786549708,0.235867446,0.801169591,0.136842105,0.596788715,0.723158159,0.504279866,0.249749248,0.435270541,0.401913876,0.564327485,0.34047619,0.647668394,0.454545455,0,,4,0.25,6,0.166666667,14,0.071428571,31,0.258064516,53,0.283018868,78,78,128.247191,883.9775281,211,211,103.974359,38.43601896,Bosnia and Herzegovina,BA,BIH,70,ISO 3166-2:BA,Bosnia and Herzegovina,43.915886,17.679076,BA,Europe
81,1991-2023,Amine Ahouda,A. Ahouda,144760,20.3,MAR,185,U,698,30,3,0,250,8,2,0.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.098591549,0.450704225,0.661971831,0.138888889,0.5404814,0.67611336,0.423809524,0.266932271,0.358823529,0.388888889,0.61971831,0.357142857,0.454545455,0,0,,0,,0,,0,,2,0.5,5,0.4,7,7,133.25,734.75,16,16,84.42857143,36.9375,Morocco,MA,MAR,504,ISO 3166-2:MA,Morocco,31.791702,-7.09262,MA,Africa
82,1991-2023,Amir Hadad,A. Hadad,103145,27.5,ISR,183,R,203,173,3,0,833.3333333,14,6,0.428571429,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2875,0.0875,0.6875,0.283950617,0.611721612,0.667664671,0.481132075,0.320872274,0.5,0.666666667,0.875,0.425925926,0.642857143,0.5,0,,0,,1,0,2,0,6,0,8,0.25,6,6,164,657.1428571,17,17,94,33.17647059,Israel,IL,ISR,376,ISO 3166-2:IL,Israel,31.046051,34.851612,IL,Asia
83,1991-2023,Amir Weintraub,A. Weintraub,104804,29.4,ISR,188,R,173,308,5,0,750,21,10,0.476190476,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.267326733,0.227722772,0.673267327,0.171717172,0.666153846,0.655889145,0.437788018,0.269541779,0.457399103,0.393939394,0.643564356,0.435897436,0.492307692,0.3,0,,0,,2,0,3,0,4,0.25,9,0.444444444,8,8,164.8695652,762.8695652,21,21,93.25,35.52380952,Israel,IL,ISR,376,ISO 3166-2:IL,Israel,31.046051,34.851612,IL,Asia
84,1991-2023,Amos Mansdorf,A. Mansdorf,101195,29,ISR,175,R,21,1184,102,0.009803922,666.6666667,228,121,0.530701754,6,1,0.166666667,0,0,0,0,0,0,2,1,4,0,0,0.320204805,0.189050807,0.776289878,0.247516885,0.575330977,0.697625989,0.520101566,0.291080797,0.51333814,0.598728645,0.578968098,0.413404114,0.613605442,0.485436893,3,0.333333333,19,0.105263158,33,0.121212121,55,0.254545455,104,0.413461538,173,0.473988439,212,197,73.8558952,867.8209607,531,476,94.93401015,39.28991597,Israel,IL,ISR,376,ISO 3166-2:IL,Israel,31.046051,34.851612,IL,Asia
85,1991-2023,Anders Jarryd,A. Jarryd,100757,34.6,SWE,180,R,24,957,94,0.010638298,625,171,78,0.456140351,5,1,0.2,0,0,0,0,0,0,0,0,5,1,0,0.313971743,0.32129775,0.753532182,0.261892316,0.543487205,0.718849357,0.496755588,0.307843137,0.505265137,0.619968636,0.559916274,0.422428331,0.559813084,0.38,0,,9,0.222222222,16,0.375,41,0.317073171,71,0.338028169,117,0.367521368,168,162,84.42690058,771.6783626,414,395,93.88271605,38.50379747,Sweden,SE,SWE,752,ISO 3166-2:SE,Sweden,60.128161,18.643501,SE,Europe
86,1991-2023,Andre Agassi,A. Agassi,101736,36.3,USA,180,R,1,5652,252,0.19047619,944.4444444,899,690,0.767519466,72,48,0.666666667,13,8,3,0,20,16,7,5,28,18,1,0.389192821,0.200499088,0.840195796,0.316829783,0.626168367,0.729292782,0.539805351,0.313722599,0.558211777,0.729898292,0.453210481,0.434073879,0.647395172,0.579288026,28,0.321428571,98,0.571428571,166,0.584337349,262,0.625954198,483,0.695652174,711,0.736990155,849,804,66.97117517,1185.637472,2239,2075,94.84577114,36.74987952,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
87,1991-2023,Andre Ghem,A. Ghem,104007,30.9,BRA,193,R,173,289,5,0,250,7,2,0.285714286,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.231707317,0.170731707,0.743902439,0.225,0.585766423,0.707165109,0.475770925,0.307392996,0.43627451,0.3625,0.670731707,0.620689655,0.618181818,0,0,,0,,0,,1,0,1,0,4,0,7,7,105.7142857,690.8571429,17,17,98.57142857,40.58823529,Brazil,BR,BRA,76,ISO 3166-2:BR,Brazil,-14.235004,-51.92528,BR,South America
88,1991-2023,Andre Sa,A. Sa,102987,30.3,BRA,185,R,55,681,88,0,636.3636364,144,52,0.361111111,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.237246466,0.274124155,0.674861709,0.243325243,0.588481968,0.64861441,0.480298913,0.29367494,0.510067114,0.603762136,0.718500307,0.403015075,0.547476476,0.481481481,1,0,5,0,12,0,21,0.095238095,46,0.195652174,93,0.279569892,135,135,104.0138889,748.8333333,351,351,100.3851852,38.60968661,Brazil,BR,BRA,76,ISO 3166-2:BR,Brazil,-14.235004,-51.92528,BR,South America
89,1991-2023,Andrea Arnaboldi,A. Arnaboldi,105063,30.2,ITA,180,L,165,330,10,0,850,14,4,0.285714286,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.296703297,0.225274725,0.697802198,0.173184358,0.580566802,0.654114365,0.494208494,0.276011561,0.462616822,0.51396648,0.785714286,0.336956522,0.615384615,0.333333333,0,,0,,1,0,2,0,6,0,11,0.272727273,14,13,84.5,1021.285714,38,36,115.3846154,41.66666667,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
90,1991-2023,Andrea Gaudenzi,A. Gaudenzi,102247,29.5,ITA,183,R,18,1522,223,0.013452915,650.2242152,449,219,0.487750557,9,3,0.333333333,0,0,0,0,0,0,1,0,8,3,0,0.209047717,0.291881843,0.716174344,0.271428571,0.617558402,0.665395566,0.481034483,0.312682332,0.518905109,0.667142857,0.664945259,0.406852248,0.573159366,0.51048951,4,0,24,0.166666667,45,0.266666667,90,0.322222222,193,0.357512953,341,0.413489736,420,408,83.55555556,946.12,1048,1005,97.41666667,39.54825871,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
